"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"link","cloglog",2000,10,0.01,"EF",0.6858,0.7028,0.009,5000,0.00656472939274727
"link","cloglog",2000,10,0.05,"EF",0.9,0.902,0.0488,5000,0.00424264068711928
"link","cloglog",2000,10,0.1,"EF",0.9514,0.953,0.099,5000,0.0030409879973456
"link","cloglog",2000,10,0.01,"HL",0.6138,0.6334,0.009,5000,0.00688548560379005
"link","cloglog",2000,10,0.05,"HL",0.8584,0.8606,0.0485,5000,0.00493050585640054
"link","cloglog",2000,10,0.1,"HL",0.9276,0.928,0.0987,5000,0.00366492128155572
"link","cloglog",2000,10,0.01,"HL-equalwidth",0.618,0.6922,0.0095,5000,0.0068713317486496
"link","cloglog",2000,10,0.05,"HL-equalwidth",0.823,0.871,0.0476,5000,0.00539761058247073
"link","cloglog",2000,10,0.1,"HL-equalwidth",0.8888,0.9256,0.0971,5000,0.00444599955015742
"link","cloglog",2000,10,0.01,"Pigeon-Heyse",0.5316,0.637,0.0056,5000,0.00705693191124868
"link","cloglog",2000,10,0.05,"Pigeon-Heyse",0.797,0.8626,0.0308,5000,0.00568842684755636
"link","cloglog",2000,10,0.1,"Pigeon-Heyse",0.8912,0.9282,0.0657,5000,0.00440369299565717
"link","cloglog",2000,10,0.01,"Stukel",0.9744,0.9438,0.0215,5000,0.00223359083092674
"link","cloglog",2000,10,0.05,"Stukel",0.9942,0.9886,0.0711,5000,0.00107390502373348
"link","cloglog",2000,10,0.1,"Stukel",0.9986,0.9978,0.1155,5000,0.000528779727296718
"link","cloglog",2000,10,0.01,"Tsiatis",0.5464,0.5278,0.0109,5000,0.00704055452361531
"link","cloglog",2000,10,0.05,"Tsiatis",0.7926,0.781,0.0529,5000,0.00573385106189549
"link","cloglog",2000,10,0.1,"Tsiatis",0.8834,0.877,0.104,5000,0.00453882011099801
"link","cloglog",2000,10,0.01,"Xie",0.4758,0.5584,0.0058,5000,0.00706278075548151
"link","cloglog",2000,10,0.05,"Xie",0.733,0.8054,0.0323,5000,0.00625637275104353
"link","cloglog",2000,10,0.1,"Xie",0.8406,0.893,0.0654,5000,0.00517671015221057
"link","stukel_heavy",2000,10,0.01,"DEF.poly2",0.4946,0.5014,0.0094,5000,0.00707065541516485
"link","stukel_heavy",2000,10,0.05,"DEF.poly2",0.7156,0.7216,0.0486,5000,0.00637991598690766
"link","stukel_heavy",2000,10,0.1,"DEF.poly2",0.8092,0.8124,0.0984,5000,0.0055568940965255
"link","stukel_heavy",2000,10,0.01,"DEF.poly3",0.881,0.8808,0.0106,5000,0.00457906103912145
"link","stukel_heavy",2000,10,0.05,"DEF.poly3",0.9634,0.9646,0.0487,5000,0.00265557677350891
"link","stukel_heavy",2000,10,0.1,"DEF.poly3",0.9814,0.9816,0.1023,5000,0.0019107087690174
"link","stukel_heavy",2000,10,0.01,"DEF.stukel",0.9238,0.9134,0.0116,5000,0.00375216097735692
"link","stukel_heavy",2000,10,0.05,"DEF.stukel",0.9766,0.9756,0.0504,5000,0.00213786996798215
"link","stukel_heavy",2000,10,0.1,"DEF.stukel",0.9884,0.9876,0.0974,5000,0.00151429455523026
"link","stukel_heavy",2000,10,0.01,"EF",0.7478,0.7588,0.009,5000,0.00614158220656534
"link","stukel_heavy",2000,10,0.05,"EF",0.897,0.8984,0.0488,5000,0.00429862768799532
"link","stukel_heavy",2000,10,0.1,"EF",0.9428,0.944,0.099,5000,0.00328414859590732
"link","stukel_heavy",2000,10,0.01,"HL",0.7494,0.763,0.009,5000,0.00612861550433701
"link","stukel_heavy",2000,10,0.05,"HL",0.898,0.8986,0.0485,5000,0.00428009345692357
"link","stukel_heavy",2000,10,0.1,"HL",0.9436,0.944,0.0987,5000,0.00326248494249399
"link","stukel_heavy",2000,10,0.01,"HL-equalwidth",0.7796,0.6524,0.0095,5000,0.00586214704694449
"link","stukel_heavy",2000,10,0.05,"HL-equalwidth",0.9082,0.8312,0.0476,5000,0.0040834485425924
"link","stukel_heavy",2000,10,0.1,"HL-equalwidth",0.952,0.8912,0.0971,5000,0.00302311098043059
"link","stukel_heavy",2000,10,0.01,"Pigeon-Heyse",0.6952,0.762,0.0056,5000,0.00650994562189271
"link","stukel_heavy",2000,10,0.05,"Pigeon-Heyse",0.8586,0.8982,0.0308,5000,0.00492759657439608
"link","stukel_heavy",2000,10,0.1,"Pigeon-Heyse",0.9158,0.9438,0.0657,5000,0.00392709460033751
"link","stukel_heavy",2000,10,0.01,"Stukel",0.7078,0.5898,0.0215,5000,0.00643147199325318
"link","stukel_heavy",2000,10,0.05,"Stukel",0.8686,0.8208,0.0711,5000,0.00477774088874648
"link","stukel_heavy",2000,10,0.1,"Stukel",0.927,0.9128,0.1155,5000,0.00367888570086106
"link","stukel_heavy",2000,10,0.01,"Tsiatis",0.6864,0.6752,0.0109,5000,0.00656132669511281
"link","stukel_heavy",2000,10,0.05,"Tsiatis",0.8574,0.8532,0.0529,5000,0.00494500232558085
"link","stukel_heavy",2000,10,0.1,"Tsiatis",0.917,0.9144,0.104,5000,0.00390156378904664
"link","stukel_heavy",2000,10,0.01,"Xie",0.6454,0.7066,0.0058,5000,0.00676548357473433
"link","stukel_heavy",2000,10,0.05,"Xie",0.8394,0.8808,0.0323,5000,0.00519244913311628
"link","stukel_heavy",2000,10,0.1,"Xie",0.9024,0.9328,0.0654,5000,0.00419700464617327
"link","stukel_light",2000,10,0.01,"DEF.poly2",0.0258,0.027,0.0094,5000,0.00224206868761865
"link","stukel_light",2000,10,0.05,"DEF.poly2",0.094,0.0958,0.0486,5000,0.00412708129311745
"link","stukel_light",2000,10,0.1,"DEF.poly2",0.1614,0.163,0.0984,5000,0.00520288458453577
"link","stukel_light",2000,10,0.01,"DEF.poly3",0.3692,0.3688,0.0106,5000,0.00682482761687063
"link","stukel_light",2000,10,0.05,"DEF.poly3",0.6188,0.6294,0.0487,5000,0.00686857423341992
"link","stukel_light",2000,10,0.1,"DEF.poly3",0.7418,0.7412,0.1023,5000,0.00618922870800555
"link","stukel_light",2000,10,0.01,"DEF.stukel",0.4564,0.4362,0.0116,5000,0.0070441328777927
"link","stukel_light",2000,10,0.05,"DEF.stukel",0.6866,0.6772,0.0504,5000,0.00656018963140548
"link","stukel_light",2000,10,0.1,"DEF.stukel",0.7852,0.781,0.0974,5000,0.00580794214847221
"link","stukel_light",2000,10,0.01,"EF",0.3516,0.3688,0.009,5000,0.00675244311342199
"link","stukel_light",2000,10,0.05,"EF",0.6048,0.6092,0.0488,5000,0.00691399971073184
"link","stukel_light",2000,10,0.1,"EF",0.7192,0.722,0.099,5000,0.00635533413755721
"link","stukel_light",2000,10,0.01,"HL",0.3536,0.3722,0.009,5000,0.00676116912966981
"link","stukel_light",2000,10,0.05,"HL",0.6064,0.6094,0.0485,5000,0.00690911050714924
"link","stukel_light",2000,10,0.1,"HL",0.7202,0.7214,0.0987,5000,0.0063484164954735
"link","stukel_light",2000,10,0.01,"HL-equalwidth",0.3996,0.3228,0.0095,5000,0.00692704612370959
"link","stukel_light",2000,10,0.05,"HL-equalwidth",0.6346,0.5494,0.0476,5000,0.00681003436114679
"link","stukel_light",2000,10,0.1,"HL-equalwidth",0.7504,0.6708,0.0971,5000,0.00612045488505552
"link","stukel_light",2000,10,0.01,"Pigeon-Heyse",0.2834,0.3714,0.0056,5000,0.00637313800258554
"link","stukel_light",2000,10,0.05,"Pigeon-Heyse",0.5312,0.6086,0.0308,5000,0.00705728786432862
"link","stukel_light",2000,10,0.1,"Pigeon-Heyse",0.6526,0.7212,0.0657,5000,0.00673369497378668
"link","stukel_light",2000,10,0.01,"Stukel",0.0842,0.0394,0.0215,5000,0.00392709460033751
"link","stukel_light",2000,10,0.05,"Stukel",0.2226,0.1606,0.0711,5000,0.00588301351349799
"link","stukel_light",2000,10,0.1,"Stukel",0.3578,0.3232,0.1155,5000,0.00677907309298255
"link","stukel_light",2000,10,0.01,"Tsiatis",0.2796,0.2666,0.0109,5000,0.00634702828101467
"link","stukel_light",2000,10,0.05,"Tsiatis",0.5016,0.4904,0.0529,5000,0.0070710316079056
"link","stukel_light",2000,10,0.1,"Tsiatis",0.6312,0.6238,0.104,5000,0.00682329187416162
"link","stukel_light",2000,10,0.01,"Xie",0.2236,0.281,0.0058,5000,0.00589241953699836
"link","stukel_light",2000,10,0.05,"Xie",0.4376,0.5168,0.0323,5000,0.00701578562956423
"link","stukel_light",2000,10,0.1,"Xie",0.5668,0.6464,0.0654,5000,0.00700767807479767
"link","stukel_asym",2000,10,0.01,"DEF.poly2",0.4938,0.5006,0.0094,5000,0.0070705241672736
"link","stukel_asym",2000,10,0.05,"DEF.poly2",0.711,0.7176,0.0486,5000,0.00641060059588803
"link","stukel_asym",2000,10,0.1,"DEF.poly2",0.8096,0.814,0.0984,5000,0.00555243802306698
"link","stukel_asym",2000,10,0.01,"DEF.poly3",0.9928,0.9928,0.0106,5000,0.00119567219587979
"link","stukel_asym",2000,10,0.05,"DEF.poly3",0.9984,0.9984,0.0487,5000,0.00056523269544499
"link","stukel_asym",2000,10,0.1,"DEF.poly3",0.9994,0.9994,0.1023,5000,0.000346306222872199
"link","stukel_asym",2000,10,0.01,"DEF.stukel",0.995,0.994,0.0116,5000,0.000997496867163001
"link","stukel_asym",2000,10,0.05,"DEF.stukel",0.9994,0.9992,0.0504,5000,0.000346306222872199
"link","stukel_asym",2000,10,0.1,"DEF.stukel",0.9998,0.9998,0.0974,5000,0.000199979998999889
"link","stukel_asym",2000,10,0.01,"EF",0.9714,0.9732,0.009,5000,0.0023572034277932
"link","stukel_asym",2000,10,0.05,"EF",0.9928,0.9932,0.0488,5000,0.00119567219587979
"link","stukel_asym",2000,10,0.1,"EF",0.997,0.997,0.099,5000,0.000773433901506781
"link","stukel_asym",2000,10,0.01,"HL",0.9714,0.9736,0.009,5000,0.0023572034277932
"link","stukel_asym",2000,10,0.05,"HL",0.9932,0.9932,0.0485,5000,0.00116221856808434
"link","stukel_asym",2000,10,0.1,"HL",0.997,0.997,0.0987,5000,0.000773433901506781
"link","stukel_asym",2000,10,0.01,"HL-equalwidth",0.9698,0.949,0.0095,5000,0.00242024626846113
"link","stukel_asym",2000,10,0.05,"HL-equalwidth",0.9932,0.9852,0.0476,5000,0.00116221856808434
"link","stukel_asym",2000,10,0.1,"HL-equalwidth",0.9968,0.994,0.0971,5000,0.000798718974358313
"link","stukel_asym",2000,10,0.01,"Pigeon-Heyse",0.9578,0.9736,0.0056,5000,0.00284320804725929
"link","stukel_asym",2000,10,0.05,"Pigeon-Heyse",0.9894,0.9932,0.0308,5000,0.00144828450243728
"link","stukel_asym",2000,10,0.1,"Pigeon-Heyse",0.9954,0.997,0.0657,5000,0.000956957679315031
"link","stukel_asym",2000,10,0.01,"Stukel",0.8804,0.7748,0.0215,5000,0.00458902691210239
"link","stukel_asym",2000,10,0.05,"Stukel",0.9728,0.9508,0.0711,5000,0.00230044169671826
"link","stukel_asym",2000,10,0.1,"Stukel",0.9898,0.9862,0.1155,5000,0.00142098275851609
"link","stukel_asym",2000,10,0.01,"Tsiatis",0.9458,0.9432,0.0109,5000,0.00320194815698193
"link","stukel_asym",2000,10,0.05,"Tsiatis",0.9846,0.9838,0.0529,5000,0.00174142700105402
"link","stukel_asym",2000,10,0.1,"Tsiatis",0.994,0.9936,0.104,5000,0.00109215383531808
"link","stukel_asym",2000,10,0.01,"Xie",0.9326,0.9524,0.0058,5000,0.00354562378150869
"link","stukel_asym",2000,10,0.05,"Xie",0.9806,0.988,0.0323,5000,0.00195057119839292
"link","stukel_asym",2000,10,0.1,"Xie",0.9906,0.995,0.0654,5000,0.00136467138901642
"link","probit",5000,10,0.01,"DEF.poly2",0.0242,0.0208,0.0105,5000,0.00217321697030002
"link","probit",5000,10,0.05,"DEF.poly2",0.0854,0.0796,0.0488,5000,0.00395238763281134
"link","probit",5000,10,0.1,"DEF.poly2",0.1458,0.135,0.1,5000,0.00499083880725475
"link","probit",5000,10,0.01,"DEF.poly3",0.0816,0.084,0.0086,5000,0.0038714710382489
"link","probit",5000,10,0.05,"DEF.poly3",0.2248,0.2258,0.0475,5000,0.00590364226558486
"link","probit",5000,10,0.1,"DEF.poly3",0.3396,0.3372,0.0963,5000,0.00669734036763849
"link","probit",5000,10,0.01,"DEF.stukel",0.0968,0.1288,0.0087,5000,0.00418162073842189
"link","probit",5000,10,0.05,"DEF.stukel",0.25,0.2952,0.0472,5000,0.00612372435695794
"link","probit",5000,10,0.1,"DEF.stukel",0.3652,0.4068,0.0959,5000,0.00680924312974651
"link","probit",5000,10,0.01,"EF",0.0318,0.0324,0.0098,5000,0.00248148181536758
"link","probit",5000,10,0.05,"EF",0.1194,0.122,0.0487,5000,0.00458570910547104
"link","probit",5000,10,0.1,"EF",0.2204,0.217,0.1013,5000,0.00586214704694449
"link","probit",5000,10,0.01,"HL",0.029,0.031,0.0097,5000,0.00237314137800511
"link","probit",5000,10,0.05,"HL",0.1128,0.1148,0.0485,5000,0.00447383862024548
"link","probit",5000,10,0.1,"HL",0.2068,0.2038,0.1016,5000,0.00572771787014689
"link","probit",5000,10,0.01,"HL-equalwidth",0.0304,0.0474,0.0108,5000,0.00242799670510485
"link","probit",5000,10,0.05,"HL-equalwidth",0.1152,0.1638,0.0516,5000,0.00451506279026106
"link","probit",5000,10,0.1,"HL-equalwidth",0.193,0.2784,0.1,5000,0.00558123642215594
"link","probit",5000,10,0.01,"Pigeon-Heyse",0.017,0.031,0.006,5000,0.00182816848238886
"link","probit",5000,10,0.05,"Pigeon-Heyse",0.077,0.1162,0.0302,5000,0.00377017240985078
"link","probit",5000,10,0.1,"Pigeon-Heyse",0.1442,0.2058,0.0674,5000,0.00496802495967965
"link","probit",5000,10,0.01,"Stukel",0.0454,0.0256,0.0231,5000,0.00294410733499986
"link","probit",5000,10,0.05,"Stukel",0.1226,0.0964,0.0672,5000,0.00463830227561766
"link","probit",5000,10,0.1,"Stukel",0.2072,0.1822,0.1134,5000,0.00573180878955326
"link","probit",5000,10,0.01,"Tsiatis",0.0256,0.0266,0.0098,5000,0.00223359083092674
"link","probit",5000,10,0.05,"Tsiatis",0.1064,0.1076,0.05,5000,0.0043607118684912
"link","probit",5000,10,0.1,"Tsiatis",0.1866,0.1832,0.1016,5000,0.0055096359226359
"link","probit",5000,10,0.01,"Xie",0.0142,0.031,0.0045,5000,0.00167322204145176
"link","probit",5000,10,0.05,"Xie",0.0718,0.1124,0.0289,5000,0.00365088372863338
"link","probit",5000,10,0.1,"Xie",0.1272,0.1934,0.0594,5000,0.00471211544850081
"link","cloglog",5000,10,0.01,"DEF.poly2",1,1,0.0105,5000,0
"link","cloglog",5000,10,0.05,"DEF.poly2",1,1,0.0488,5000,0
"link","cloglog",5000,10,0.1,"DEF.poly2",1,1,0.1,5000,0
"link","cloglog",5000,10,0.01,"DEF.poly3",1,1,0.0086,5000,0
"link","cloglog",5000,10,0.05,"DEF.poly3",1,1,0.0475,5000,0
"link","cloglog",5000,10,0.1,"DEF.poly3",1,1,0.0963,5000,0
"link","cloglog",5000,10,0.01,"DEF.stukel",1,1,0.0087,5000,0
"link","cloglog",5000,10,0.05,"DEF.stukel",1,1,0.0472,5000,0
"link","cloglog",5000,10,0.1,"DEF.stukel",1,1,0.0959,5000,0
"link","cloglog",5000,10,0.01,"EF",0.9998,0.9998,0.0098,5000,0.000199979998999889
"link","cloglog",5000,10,0.05,"EF",1,1,0.0487,5000,0
"link","cloglog",5000,10,0.1,"EF",1,1,0.1013,5000,0
"link","cloglog",5000,10,0.01,"HL",0.9998,0.9998,0.0097,5000,0.000199979998999889
"link","cloglog",5000,10,0.05,"HL",1,1,0.0485,5000,0
"link","cloglog",5000,10,0.1,"HL",1,1,0.1016,5000,0
"link","cloglog",5000,10,0.01,"HL-equalwidth",0.9942,0.9968,0.0108,5000,0.00107390502373348
"link","cloglog",5000,10,0.05,"HL-equalwidth",0.9994,0.9996,0.0516,5000,0.000346306222872199
"link","cloglog",5000,10,0.1,"HL-equalwidth",0.9996,0.9998,0.1,5000,0.000282786138274123
"link","cloglog",5000,10,0.01,"Pigeon-Heyse",0.9992,0.9998,0.006,5000,0.000399839967987199
"link","cloglog",5000,10,0.05,"Pigeon-Heyse",1,1,0.0302,5000,0
"link","cloglog",5000,10,0.1,"Pigeon-Heyse",1,1,0.0674,5000,0
"link","cloglog",5000,10,0.01,"Stukel",1,1,0.0231,5000,0
"link","cloglog",5000,10,0.05,"Stukel",1,1,0.0672,5000,0
"link","cloglog",5000,10,0.1,"Stukel",1,1,0.1134,5000,0
"link","cloglog",5000,10,0.01,"Tsiatis",0.9968,0.997,0.0098,5000,0.000798718974358313
"link","cloglog",5000,10,0.05,"Tsiatis",0.9996,0.9996,0.05,5000,0.000282786138274123
"link","cloglog",5000,10,0.1,"Tsiatis",1,1,0.1016,5000,0
"link","cloglog",5000,10,0.01,"Xie",0.994,0.998,0.0045,5000,0.00109215383531808
"link","cloglog",5000,10,0.05,"Xie",0.9996,1,0.0289,5000,0.000282786138274123
"link","cloglog",5000,10,0.1,"Xie",1,1,0.0594,5000,0
"link","stukel_heavy",5000,10,0.01,"DEF.poly2",0.9248,0.9252,0.0105,5000,0.00372947610261817
"link","stukel_heavy",5000,10,0.05,"DEF.poly2",0.9792,0.9798,0.0488,5000,0.00201828441999635
"link","stukel_heavy",5000,10,0.1,"DEF.poly2",0.9884,0.9884,0.1,5000,0.00151429455523026
"link","stukel_heavy",5000,10,0.01,"DEF.poly3",1,1,0.0086,5000,0
"link","stukel_heavy",5000,10,0.05,"DEF.poly3",1,1,0.0475,5000,0
"link","stukel_heavy",5000,10,0.1,"DEF.poly3",1,1,0.0963,5000,0
"link","stukel_heavy",5000,10,0.01,"DEF.stukel",1,1,0.0087,5000,0
"link","stukel_heavy",5000,10,0.05,"DEF.stukel",1,1,0.0472,5000,0
"link","stukel_heavy",5000,10,0.1,"DEF.stukel",1,1,0.0959,5000,0
"link","stukel_heavy",5000,10,0.01,"EF",0.9988,0.9988,0.0098,5000,0.000489603921552918
"link","stukel_heavy",5000,10,0.05,"EF",0.9998,0.9998,0.0487,5000,0.000199979998999889
"link","stukel_heavy",5000,10,0.1,"EF",1,1,0.1013,5000,0
"link","stukel_heavy",5000,10,0.01,"HL",0.9988,0.9988,0.0097,5000,0.000489603921552918
"link","stukel_heavy",5000,10,0.05,"HL",0.9998,0.9998,0.0485,5000,0.000199979998999889
"link","stukel_heavy",5000,10,0.1,"HL",1,1,0.1016,5000,0
"link","stukel_heavy",5000,10,0.01,"HL-equalwidth",0.9992,0.9968,0.0108,5000,0.000399839967987199
"link","stukel_heavy",5000,10,0.05,"HL-equalwidth",1,0.9996,0.0516,5000,0
"link","stukel_heavy",5000,10,0.1,"HL-equalwidth",1,1,0.1,5000,0
"link","stukel_heavy",5000,10,0.01,"Pigeon-Heyse",0.9982,0.9988,0.006,5000,0.000599459756781058
"link","stukel_heavy",5000,10,0.05,"Pigeon-Heyse",0.9996,0.9998,0.0302,5000,0.000282786138274123
"link","stukel_heavy",5000,10,0.1,"Pigeon-Heyse",0.9998,1,0.0674,5000,0.000199979998999889
"link","stukel_heavy",5000,10,0.01,"Stukel",0.9958,0.988,0.0231,5000,0.000914588432028307
"link","stukel_heavy",5000,10,0.05,"Stukel",0.9996,0.9986,0.0672,5000,0.000282786138274123
"link","stukel_heavy",5000,10,0.1,"Stukel",0.9998,0.9998,0.1134,5000,0.000199979998999889
"link","stukel_heavy",5000,10,0.01,"Tsiatis",0.9972,0.9972,0.0098,5000,0.000747283078893136
"link","stukel_heavy",5000,10,0.05,"Tsiatis",0.9994,0.9994,0.05,5000,0.000346306222872199
"link","stukel_heavy",5000,10,0.1,"Tsiatis",0.9998,0.9998,0.1016,5000,0.000199979998999889
"link","stukel_heavy",5000,10,0.01,"Xie",0.9952,0.9976,0.0045,5000,0.000977441558355284
"link","stukel_heavy",5000,10,0.05,"Xie",0.9996,0.9996,0.0289,5000,0.000282786138274123
"link","stukel_heavy",5000,10,0.1,"Xie",0.9998,1,0.0594,5000,0.000199979998999889
"link","stukel_light",5000,10,0.01,"DEF.poly2",0.0526,0.0528,0.0105,5000,0.00315699984162179
"link","stukel_light",5000,10,0.05,"DEF.poly2",0.1506,0.1548,0.0488,5000,0.00505805575295488
"link","stukel_light",5000,10,0.1,"DEF.poly2",0.236,0.2386,0.1,5000,0.00600506452921199
"link","stukel_light",5000,10,0.01,"DEF.poly3",0.8724,0.8872,0.0086,5000,0.00471843702935623
"link","stukel_light",5000,10,0.05,"DEF.poly3",0.9544,0.9572,0.0475,5000,0.00295027591929975
"link","stukel_light",5000,10,0.1,"DEF.poly3",0.9764,0.9776,0.0963,5000,0.00214676687136726
"link","stukel_light",5000,10,0.01,"DEF.stukel",0.918,0.9228,0.0087,5000,0.00388010309141394
"link","stukel_light",5000,10,0.05,"DEF.stukel",0.9688,0.9692,0.0472,5000,0.00245872161905328
"link","stukel_light",5000,10,0.1,"DEF.stukel",0.9844,0.984,0.0959,5000,0.0017525204706365
"link","stukel_light",5000,10,0.01,"EF",0.9174,0.9194,0.0098,5000,0.00389299987156434
"link","stukel_light",5000,10,0.05,"EF",0.9784,0.979,0.0487,5000,0.00205589104769684
"link","stukel_light",5000,10,0.1,"EF",0.9916,0.9916,0.1013,5000,0.00129069283720024
"link","stukel_light",5000,10,0.01,"HL",0.9172,0.9208,0.0097,5000,0.00389728520896277
"link","stukel_light",5000,10,0.05,"HL",0.9786,0.9792,0.0485,5000,0.00204656004065358
"link","stukel_light",5000,10,0.1,"HL",0.9916,0.9916,0.1016,5000,0.00129069283720024
"link","stukel_light",5000,10,0.01,"HL-equalwidth",0.9276,0.8838,0.0108,5000,0.00366492128155572
"link","stukel_light",5000,10,0.05,"HL-equalwidth",0.979,0.9642,0.0516,5000,0.002027757381937
"link","stukel_light",5000,10,0.1,"HL-equalwidth",0.9898,0.983,0.1,5000,0.00142098275851609
"link","stukel_light",5000,10,0.01,"Pigeon-Heyse",0.8854,0.9206,0.006,5000,0.0045048160894758
"link","stukel_light",5000,10,0.05,"Pigeon-Heyse",0.9646,0.9792,0.0302,5000,0.00261330595223751
"link","stukel_light",5000,10,0.1,"Pigeon-Heyse",0.9846,0.9916,0.0674,5000,0.00174142700105402
"link","stukel_light",5000,10,0.01,"Stukel",0.2842,0.1596,0.0231,5000,0.0063785634746391
"link","stukel_light",5000,10,0.05,"Stukel",0.6168,0.525,0.0672,5000,0.00687543104103299
"link","stukel_light",5000,10,0.1,"Stukel",0.7822,0.743,0.1134,5000,0.00583717671481685
"link","stukel_light",5000,10,0.01,"Tsiatis",0.8108,0.8154,0.0098,5000,0.00553901363060247
"link","stukel_light",5000,10,0.05,"Tsiatis",0.9298,0.9314,0.05,5000,0.00361308621541197
"link","stukel_light",5000,10,0.1,"Tsiatis",0.9632,0.9624,0.1016,5000,0.00266254614983478
"link","stukel_light",5000,10,0.01,"Xie",0.768,0.8322,0.0045,5000,0.00596952259397684
"link","stukel_light",5000,10,0.05,"Xie",0.9086,0.9378,0.0289,5000,0.00407543960818953
"link","stukel_light",5000,10,0.1,"Xie",0.9466,0.9694,0.0594,5000,0.00317957355631223
"link","stukel_asym",5000,10,0.01,"DEF.poly2",0.916,0.9162,0.0105,5000,0.00392285610238255
"link","stukel_asym",5000,10,0.05,"DEF.poly2",0.9762,0.9766,0.0488,5000,0.00215562334372218
"link","stukel_asym",5000,10,0.1,"DEF.poly2",0.99,0.9902,0.1,5000,0.00140712472794703
"link","stukel_asym",5000,10,0.01,"DEF.poly3",1,1,0.0086,5000,0
"link","stukel_asym",5000,10,0.05,"DEF.poly3",1,1,0.0475,5000,0
"link","stukel_asym",5000,10,0.1,"DEF.poly3",1,1,0.0963,5000,0
"link","stukel_asym",5000,10,0.01,"DEF.stukel",1,1,0.0087,5000,0
"link","stukel_asym",5000,10,0.05,"DEF.stukel",1,1,0.0472,5000,0
"link","stukel_asym",5000,10,0.1,"DEF.stukel",1,1,0.0959,5000,0
"link","stukel_asym",5000,10,0.01,"EF",1,1,0.0098,5000,0
"link","stukel_asym",5000,10,0.05,"EF",1,1,0.0487,5000,0
"link","stukel_asym",5000,10,0.1,"EF",1,1,0.1013,5000,0
"link","stukel_asym",5000,10,0.01,"HL",1,1,0.0097,5000,0
"link","stukel_asym",5000,10,0.05,"HL",1,1,0.0485,5000,0
"link","stukel_asym",5000,10,0.1,"HL",1,1,0.1016,5000,0
"link","stukel_asym",5000,10,0.01,"HL-equalwidth",1,1,0.0108,5000,0
"link","stukel_asym",5000,10,0.05,"HL-equalwidth",1,1,0.0516,5000,0
"link","stukel_asym",5000,10,0.1,"HL-equalwidth",1,1,0.1,5000,0
"link","stukel_asym",5000,10,0.01,"Pigeon-Heyse",1,1,0.006,5000,0
"link","stukel_asym",5000,10,0.05,"Pigeon-Heyse",1,1,0.0302,5000,0
"link","stukel_asym",5000,10,0.1,"Pigeon-Heyse",1,1,0.0674,5000,0
"link","stukel_asym",5000,10,0.01,"Stukel",1,1,0.0231,5000,0
"link","stukel_asym",5000,10,0.05,"Stukel",1,1,0.0672,5000,0
"link","stukel_asym",5000,10,0.1,"Stukel",1,1,0.1134,5000,0
"link","stukel_asym",5000,10,0.01,"Tsiatis",1,1,0.0098,5000,0
"link","stukel_asym",5000,10,0.05,"Tsiatis",1,1,0.05,5000,0
"link","stukel_asym",5000,10,0.1,"Tsiatis",1,1,0.1016,5000,0
"link","stukel_asym",5000,10,0.01,"Xie",1,1,0.0045,5000,0
"link","stukel_asym",5000,10,0.05,"Xie",1,1,0.0289,5000,0
"link","stukel_asym",5000,10,0.1,"Xie",1,1,0.0594,5000,0
"rough","osc2",500,10,0.01,"DEF.poly2",0.0178,0.0178,0.0107,5000,0.00186992834087299
"rough","osc2",500,10,0.05,"DEF.poly2",0.072,0.0784,0.0482,5000,0.00365557109081468
"rough","osc2",500,10,0.1,"DEF.poly2",0.128,0.1336,0.0983,5000,0.00472474337927469
"rough","osc2",500,10,0.01,"DEF.poly3",0.9978,0.9978,0.0092,5000,0.000662594898863548
"rough","osc2",500,10,0.05,"DEF.poly3",0.9996,0.9996,0.0507,5000,0.000282786138274123
"rough","osc2",500,10,0.1,"DEF.poly3",0.9996,0.9996,0.0991,5000,0.000282786138274123
"rough","osc2",500,10,0.01,"DEF.stukel",0.9992,0.999,0.0107,5000,0.000399839967987199
"rough","osc2",500,10,0.05,"DEF.stukel",0.9996,0.9996,0.0501,5000,0.000282786138274123
"rough","osc2",500,10,0.1,"DEF.stukel",0.9998,0.9998,0.0961,5000,0.000199979998999889
"rough","osc2",500,10,0.01,"EF",1,1,0.0102,5000,0
"rough","osc2",500,10,0.05,"EF",1,1,0.0496,5000,0
"rough","osc2",500,10,0.1,"EF",1,1,0.0998,5000,0
"rough","osc2",500,10,0.01,"HL",1,1,0.01,5000,0
"rough","osc2",500,10,0.05,"HL",1,1,0.0493,5000,0
"rough","osc2",500,10,0.1,"HL",1,1,0.0998,5000,0
"rough","osc2",500,10,0.01,"HL-equalwidth",1,1,0.0106,5000,0
"rough","osc2",500,10,0.05,"HL-equalwidth",1,1,0.0498,5000,0
"rough","osc2",500,10,0.1,"HL-equalwidth",1,1,0.0994,5000,0
"rough","osc2",500,10,0.01,"Pigeon-Heyse",1,1,0.0059,5000,0
"rough","osc2",500,10,0.05,"Pigeon-Heyse",1,1,0.031,5000,0
"rough","osc2",500,10,0.1,"Pigeon-Heyse",1,1,0.066,5000,0
"rough","osc2",500,10,0.01,"Stukel",0.7064,0.384,0.0241,5000,0.00644048196954234
"rough","osc2",500,10,0.05,"Stukel",0.9512,0.908,0.0694,5000,0.00304691844328003
"rough","osc2",500,10,0.1,"Stukel",0.9866,0.9792,0.1156,5000,0.00162606518934512
